date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:10:41	3596/3596	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:06%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/9-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/9-2.jpg	(from http://klbtheme.com/groci/)
06:10:41	342232/342232	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:17%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/slider2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/slider2.jpg	(from http://klbtheme.com/groci/)
06:10:41	3777/3777	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:05%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/8-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/8-2.jpg	(from http://klbtheme.com/groci/)
06:10:42	4609/4609	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:51:57%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/1-4.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/1-4.jpg	(from http://klbtheme.com/groci/)
06:10:43	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2029%20Sep%202018%2013:10:48%20GMT	http://klbtheme.com/groci/checkout/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/checkout/index.html	(from http://klbtheme.com/groci/)
06:10:43	4331/4331	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:01%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/5-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/5-2.jpg	(from http://klbtheme.com/groci/)
06:10:45	41119/41119	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:10:44%20GMT	http://klbtheme.com/groci/about-us/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/about-us/index.html	(from http://klbtheme.com/groci/)
06:10:46	4265/4265	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:51:58%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/2-4.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/2-4.jpg	(from http://klbtheme.com/groci/)
06:10:49	58955/58955	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:10:47%20GMT	http://klbtheme.com/groci/product/jumbo-rainier-cherries/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product/jumbo-rainier-cherries/index.html	(from http://klbtheme.com/groci/)
06:10:50	3558/3558	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:00%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/4-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/4-2.jpg	(from http://klbtheme.com/groci/)
06:10:55	49464/49464	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:10:52%20GMT	http://klbtheme.com/groci/blog/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/blog/index.html	(from http://klbtheme.com/groci/)
06:10:55	4345/4345	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:02%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/6-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/6-2.jpg	(from http://klbtheme.com/groci/)
06:10:56	51880/51880	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:10:44%20GMT	http://klbtheme.com/groci/product-category/fruits-vegetables/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/fruits-vegetables/index.html	(from http://klbtheme.com/groci/)
06:10:56	4135/4135	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:09%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/12-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/12-2.jpg	(from http://klbtheme.com/groci/)
06:10:58	71547/71547	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:10:49%20GMT	http://klbtheme.com/groci/cart/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/cart/index.html	(from http://klbtheme.com/groci/)
06:10:58	4488/4488	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:07%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/10-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/10-2.jpg	(from http://klbtheme.com/groci/)
06:11:04	38096/38096	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:02%20GMT	http://klbtheme.com/groci/contact-us/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/contact-us/index.html	(from http://klbtheme.com/groci/)
06:11:04	3926/3926	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:04%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/7-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/7-2.jpg	(from http://klbtheme.com/groci/)
06:11:05	50916/50916	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:10:56%20GMT	http://klbtheme.com/groci/blog/2018/08/12/restaurant-employer-read-clients-orders-on-his-ipad/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/blog/2018/08/12/restaurant-employer-read-clients-orders-on-his-ipad/index.html	(from http://klbtheme.com/groci/)
06:11:06	4801/4801	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Aug%202018%2006:52:08%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/11-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/11-2.jpg	(from http://klbtheme.com/groci/)
06:11:06	43064/43064	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:01%20GMT	http://klbtheme.com/groci/faq/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/faq/index.html	(from http://klbtheme.com/groci/)
06:11:17	40824/40824	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:10%20GMT	http://klbtheme.com/groci/product-category/beverages/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/beverages/index.html	(from http://klbtheme.com/groci/)
06:11:19	172430/172430	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:23%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/1-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/1-1.jpg	(from http://klbtheme.com/groci/)
06:11:19	55810/55810	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:04%20GMT	http://klbtheme.com/groci/product/green-seedless-grapes/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product/green-seedless-grapes/index.html	(from http://klbtheme.com/groci/)
06:11:24	40954/40954	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:12%20GMT	http://klbtheme.com/groci/product-category/biscuits-snacks-chocolates/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/biscuits-snacks-chocolates/index.html	(from http://klbtheme.com/groci/)
06:11:31	144356/144356	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:24%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/2-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/2-1.jpg	(from http://klbtheme.com/groci/)
06:11:33	138182/138182	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:18%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/3-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/3-1.jpg	(from http://klbtheme.com/groci/)
06:11:35	40884/40884	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:25%20GMT	http://klbtheme.com/groci/product-category/breakfast-dairy/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/breakfast-dairy/index.html	(from http://klbtheme.com/groci/)
06:11:43	139633/139633	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:19%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/4-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/4-1.jpg	(from http://klbtheme.com/groci/)
06:11:44	40920/40920	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:30%20GMT	http://klbtheme.com/groci/product-category/furnishing-home-needs/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/furnishing-home-needs/index.html	(from http://klbtheme.com/groci/)
06:11:46	130537/130537	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:19%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/5-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/5-1.jpg	(from http://klbtheme.com/groci/)
06:11:54	40904/40904	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:39%20GMT	http://klbtheme.com/groci/product-category/grocery-staples/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/grocery-staples/index.html	(from http://klbtheme.com/groci/)
06:11:55	142545/142545	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:17%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/6-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/6-1.jpg	(from http://klbtheme.com/groci/)
06:11:58	40860/40860	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:49%20GMT	http://klbtheme.com/groci/product-category/home-kitchen/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/home-kitchen/index.html	(from http://klbtheme.com/groci/)
06:12:01	87720/87720	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:25%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/1-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/1-2.jpg	(from http://klbtheme.com/groci/)
06:12:02	41697/41697	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:11:52%20GMT	http://klbtheme.com/groci/product-category/household-needs/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/household-needs/index.html	(from http://klbtheme.com/groci/)
06:12:04	71765/71765	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:25%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/2-2.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/2-2.jpg	(from http://klbtheme.com/groci/)
06:12:09	91922/91922	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:20%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/7-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/7-1.jpg	(from http://klbtheme.com/groci/)
06:12:13	71493/71493	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:21%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/8-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/8-1.jpg	(from http://klbtheme.com/groci/)
06:12:13	43007/43007	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:12:01%20GMT	http://klbtheme.com/groci/product-category/meats-frozen-seafood/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/meats-frozen-seafood/index.html	(from http://klbtheme.com/groci/)
06:12:20	117985/117985	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:21%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/9-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/9-1.jpg	(from http://klbtheme.com/groci/)
06:12:23	41819/41819	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:12:07%20GMT	http://klbtheme.com/groci/product-category/noodles-sauces-instant-food/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/noodles-sauces-instant-food/index.html	(from http://klbtheme.com/groci/)
06:12:28	41502/41502	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:12:10%20GMT	http://klbtheme.com/groci/product-category/personal-care/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/personal-care/index.html	(from http://klbtheme.com/groci/)
06:12:29	131592/131592	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:22%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/10-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/10-1.jpg	(from http://klbtheme.com/groci/)
06:12:34	83511/83511	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:22%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/11-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/11-1.jpg	(from http://klbtheme.com/groci/)
06:12:39	41630/41630	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:12:19%20GMT	http://klbtheme.com/groci/product-category/pet-care/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product-category/pet-care/index.html	(from http://klbtheme.com/groci/)
06:12:50	194090/194090	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Aug%202018%2009:02:23%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/12-1.jpg	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/wp-content/uploads/2018/08/12-1.jpg	(from http://klbtheme.com/groci/)
06:12:52	55690/55690	---MC-	200	added ('OK')	text/html	date:Sat,%2029%20Sep%202018%2013:12:26%20GMT	http://klbtheme.com/groci/product/organic-broccoli/	C:/My%20Web%20Sites/grocery%20template/klbtheme.com/groci/product/organic-broccoli/index.html	(from http://klbtheme.com/groci/)
